date,site.ID,site.name,time,lat,lon,crew,net.sets,min.searching,dimpling,sliders,poppers,precip,wind.speed,wind.direction,cloud.cover,sea.state,secchi,temp.0m,salinity.0m,temp.1m,salinity.1m,so.taken,so.total,cu.taken,cu.total,he.taken,he.total,co.taken,co.total,pi.taken,pi.total,bycatch.spp.1,bycatch.num.1,bycatch.spp.2,bycatch.num.2,bycatch.spp.3,bycatch.num.3,mort.spp.1,mort.num.1,mort.spp.2,mort.num.2,mort.spp.3,mort.num.3,comments,preserved,initials
yyyy-mm-dd,D## OR J##,designated site name,"24 hrs
(hh:mm)",latitude in decimal degrees,longitude in decimal degrees (negative!),full names separated by commas,number of net deployments,number of minutes spent searching for fish,"dimpling activity
2015-06-08,J03,Cracroft Point,10:20,50.54418,-126.63202,"Lauren Portner, Chris Guinchard, Stephanie Peacock",1,45,2,2,0,none,0.1-5,NW,100,1,8.0,11.4,28.8,10.6,28.8,30,200,10,200,2,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 herring in net, only took 2, one jumped out of net; all sockeye from this site were labeled 20150508 instead of 20150608, mistake caught after fish dewar- made note on group labels about this for both bundles of 15 sockeye for this site",1,LP
2015-06-08,J04,Forward Bay,06:05,50.52411,-126.39107,"Sean Godwin, Mack Bartlett, Samantha Crowley",1,20,1,1,0,light,0.1-5,SW,100,1,13.2,10.0,28.1,9.9,28.8,30,300,10,300,2,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 herring in the net, but only took 2 because one jumped out of  milk jug",1,LP
2015-06-09,D05,Lewis Channel,12:05,NA,NA,"Luke Rogers, Kristi Inman, Carson White, Brian Hunt",0,13,0,1,0,none,10-15,W,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fish too sparse to target,1,"BJ, LR"
2015-06-09,D07,Hoskyn Channel,13:22,50.19077,-125.14249,"Luke Rogers, Kristi Inman, Carson White, Brian Hunt",1,8,0,1,1,none,5-10,NW,0,1,11.5,11.8,28.6,11.7,28.6,30,200,10,100,0,1,5,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 sockeye taken for DFO 6 frozen 5 formalin ,1,"BJ, LR"
2015-06-09,D08,Calm Channel,10:20,NA,NA,"Luke Rogers, Kristi Inman, Carson White, Brian Hunt",2,27,0,1,1,none,0.1-5,S,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First set 40 chum, second set 0 fish.",1,"BJ, LR"
2015-06-09,D09,Okisollo Channel,06:34,50.30734,-125.33514,"Luke Rogers, Carson White, Kristi Inman, Brian Hunt",2,30,0,1,1,none,5-10,W,25,2,11.6,11.4,28.7,11.4,28.8,27,27,10,100,3,3,0,0,1,1,chinook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Net collapse first set,1,"KI, LR"
2015-06-09,J02,Swanson Island,07:00,50.59537,-126.69062,"Mack Bartlett, Chris Guinchard, Katie Chan",1,45,1,0,1,none,0.1-5,NW,100,1,9.1,9.5,29.1,9.5,29.1,30,200,10,200,2,2,7,7,0,0,"gunnel species- 45cm, orange in color",3,"unidentified salmonid, ~20cm",NA,NA,NA,chum,1,NA,NA,NA,NA,NA,1,LP
2015-06-09,J10,Hanson South,10:30,NA,NA,"Mack Bartlett, Chris Guinchard, Katie Chan",0,1,1,1,1,none,10-15,SW,75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,net not set due to unfavourable conditions,NA,LP
2015-06-11,D07,Hoskyn Channel,12:05,50.19017,-125.14437,"Brett Johnson, Luke Rogers, Carolyn Knapper, Grant Callegri",1,17,0,2,1,none,0.1-5,E,0,3,12.9,11.6,28.7,11.4,28.7,1,1,10,25,0,0,10,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-11,D09,Okisollo Channel,09:20,50.30806,-125.32972,"Brett Johnson, Luke Rogers, Carolyn Knapper, Grant Callegri",1,3,0,1,0,none,0.1-5,W,75,2,14.3,11.6,28.8,11.5,28.8,30,100,10,100,5,5,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samples marked D09(2). Initial set removed due to potential bias from snag on bottom.,1,"KI, LR"
2015-06-11,J05,Stimpson Point,07:12,50.50008,-126.20937,"Lauren Portner, Chris Guinchard, Katie Chan",1,15,2,2,1,none,0.1-5,NE,75,2,12.1,10.0,28.8,10.0,28.8,30,500,10,500,3,5,0,0,10,20,chinook,1,NA,NA,NA,NA,sockeye,1,NA,NA,NA,NA,"5 herring in net, only took 3, 2 escaped when releasing sockeye, pink & chum",1,KC
2015-06-11,J06,Blenkinsop Bay,16:30,NA,NA,"Lauren Portner, Chris Guinchard, Katie Chan",0,5,0,1,0,none,15-20,NW,50,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish not at depth, poor weather",NA,KC
2015-06-11,J07,South Mouth,11:45,50.45951,-126.16958,"Lauren Portner, Chris Guinchard, Katie Chan",1,1,2,2,0,none,5-10,NW,50,1,8.9,11.2,28.6,10.6,28.7,30,2000,10,4000,10,60,0,0,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"saw 1 coho in net, never saw it again with all the other fish; difficult to sort through school to find other pinks",1,KC
2015-06-12,D07,Hoskyn Channel,09:52,NA,NA,"Brett Johnson, Kristi Inman, Luke Rogers",0,23,0,1,1,none,5-10,NW,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,"KI, LR"
2015-06-12,J06,Blenkinsop Bay,05:37,50.47959,-126.02629,"Lauren Portner, Mack Bartlett, Katie Chan",1,10,2,1,0,none,5-10,NW,75,1,8.2,10.2,28.5,10.2,28.5,4,4,10,50,10,11,1,1,0,0,stickleback,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,LP
2015-06-13,D01,Hurtado Point,09:35,NA,NA,"Brett Johnson, Kristi Inman, Luke Rogers",0,22,0,0,0,none,5-10,NW,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,"KI, LR"
2015-06-13,D02,Kinghorn Island,10:30,NA,NA,"Brett Johnson, Kristi Inman, Luke Rogers",0,36,0,0,0,none,0.1-5,NW,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,"KI, LR"
2015-06-13,D03,Sutil Narrows,13:43,NA,NA,"Brett Johnson, Kristi Inman, Luke Rogers",0,27,0,0,0,none,0.1-5,N,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,"KI, LR"
2015-06-13,D05,Lewis Channel,11:30,NA,NA,"Brett Johnson, Kristi Inman, Luke Rogers",1,21,0,1,0,none,0.1-5,NW,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KI
2015-06-13,D07,Hoskyn Channel,14:29,50.19051,-125.14440,"Brett Johnson, Kristi Inman, Luke Rogers",1,10,0,1,1,none,5-10,NW,0,1,11.4,12.5,28.9,11.9,28.8,22,23,10,100,0,0,5,6,3,3,chinook,2,NA,NA,NA,NA,Chinook,1,NA,NA,NA,NA,Fish with lesions SO # 10,1,KI
2015-06-13,D08,Calm Channel,12:38,NA,NA,"Brett Johnson, Kristi Inman, Luke Rogers",0,21,0,0,0,none,5-10,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-06-13,J01,Hanson North,09:20,NA,NA,"Lauren Portner, Mack Bartlett, Chris Guinchard",0,26,1,1,1,none,5-10,N,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish not at depth, poor weather",NA,KC
2015-06-13,J03,Cracroft Point,08:35,NA,NA,"Lauren Portner, Mack Bartlett, Chris Guinchard",0,40,1,0,1,none,5-10,SW,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish not at depth, poor weather",NA,KC
2015-06-13,J09,Blinkhorn Peninsula,11:50,50.53988,-126.78291,"Lauren Portner, Mack Bartlett, Chris Guinchard",2,0,2,2,1,none,5-10,SW,25,1,11.3,10.6,28.8,10.5,28.9,30,1000,10,900,0,0,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KC
2015-06-14,D09,Okisollo Channel,07:30,50.30767,-125.33023,"Luke Rogers, Carolyn Knapper, Brett Johnson",2,31,2,1,1,none,0,NA,0,0,13.2,11.4,28.9,11.3,28.9,26,26,10,200,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO 2 and 26 had lesions on dorasl surface of body. SO 4 had hemorrhaging gills. HE 1 had hem. fins.,1,KI
2015-06-14,D10,Hall Point,13:56,NA,NA,"Luke Rogers, Carolyn Knapper, Brett Johnson",2,33,2,1,1,none,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quillback,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sockeye in sets,NA,KI
2015-06-14,D11,Turn Island,10:58,50.34741,-125.45333,"Luke Rogers, Carolyn Knapper, Brett Johnson",1,17,0,1,1,none,0.1-5,W,0,1,15.6,11.0,29.2,10.9,29.3,30,600,10,400,0,0,1,1,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-14,J05,Stimpson Point,14:05,50.49881,-126.21349,"Sean Godwin, Carson White, Melissa Orobko",1,10,0,1,1,none,10-15,S ,25,3,13.7,10.6,28.7,10.3,28.7,30,300,10,700,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SC
2015-06-14,J06,Blenkinsop Bay,08:50,50.47679,-126.02843,"Sean Godwin, Donnah MacKinnon, Samantha Crowley",4,5,1,1,1,none,5-10,SW,0,1,13.0,10.7,28.3,10.3,28.5,30,600,10,600,1,1,0,0,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"one fish discarded because ID unsure.  Had both chum and sockeye characteristics.  Not pink, coho, or chinook.",1,SC
2015-06-14,J07,South Mouth,11:20,50.45698,-126.16944,"Sean Godwin, Donnah MacKinnon, Samantha Crowley",1,3,2,2,2,none,0.1-5,NW,25,1,12.0,10.4,28.8,10.4,28.9,30,1000,10,3000,10,20,0,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SC
2015-06-15,D04,Fransisco Point,11:18,NA,NA,"Luke Rogers, Brett Johnson, Alex Hare",0,15,0,0,0,none,0.1-5,NE,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-06-15,D06,Gowlland Harbour,10:18,NA,NA,"Luke Rogers, Brett Johnson, Alex Hare",0,31,0,0,0,none,0.1-5,NW,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-06-15,D07,Hoskyn Channel,12:21,NA,NA,"Luke Rogers, Brett Johnson, Alex Hare",1,44,0,1,1,none,0.1-5,N,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sockeye in set,NA,KI
2015-06-15,D09,Okisollo Channel,07:50,NA,NA,"Luke Rogers, Brett Johnson, Alex Hare",1,54,0,0,1,none,0.1-5,SW,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sockeye in set,NA,KI
2015-06-15,J03,Cracroft Point,11:30,50.54719,-126.67487,"Sean Godwin, Carson White, Donnah MacKinnon",2,4,1,0,1,none,5-10,W,100,1,11.9,10.2,28.9,10.0,28.9,30,100,10,500,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Number taken and total in set not recorded for herring, coho, and pink. Sean's fault for not checking. Make sure to record in lab later (or from group labels in -80",1,SG
2015-06-15,J04,Forward Bay,05:20,50.52618,-126.38632,"Sean Godwin, Carson White, Donnah MacKinnon",1,5,1,0,1,none,0.1-5,SW,100,1,12.5,10.1,28.7,10.0,28.8,7,7,10,1000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SG
2015-06-15,J08,Naka Creek,07:50,50.48035,-126.41265,"Sean Godwin, Donnah MacKinnon, Martin Krkosek",2,0,2,1,2,none,0.1-5,NW,100,1,10.1,10.4,28.8,10.5,28.9,30,100,10,1000,0,1,0,0,10,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SG
2015-06-15,J10,Hanson South,14:00,50.55792,-126.73617,"Sean Godwin, Carson White, Donnah MacKinnon, Melissa Orobko",1,5,0,1,1,none,5-10,SW,25,2,12.3,10.7,28.8,10.3,28.9,30,300,10,500,6,6,1,1,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SG
2015-06-16,D07,Hoskyn Channel,15:44,NA,NA,"Luke Rogers, Kristi Inman, Chris Guinchard, Grant Callegari",1,15,0,1,0,none,0.1-5,NE,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,Yoy herring,5000,sandlance,1,NA,NA,NA,NA,NA,NA,NA,NA,No sockeye in set,NA,KI
2015-06-16,D09,Okisollo Channel,01:50,NA,NA,"Luke Rogers, Kristi Inman, Chris Guinchard, Grant Callegari",1,28,0,1,0,none,0.1-5,W,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sockeye in set,NA,"KI, LR"
2015-06-16,D10,Hall Point,08:18,NA,NA ,"Luke Rogers, Kristi Inman, Chris Guinchard, Grant Callegari",0,44,0,1,0,none ,5-10,NW,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-06-16,D11,Turn Island,09:41,50.34866,-125.44482,"Luke Rogers, Kristi Inman, Chris Guinchard, Grant Callegari",3,48,0,1,1,none,5-10,NW,0,1,14.9,11.0,29.3,10.9,29.3,30,200,10,100,0,1,1,1,1,1,Chinook,2,NA,NA,NA,NA,chum,1,NA,NA,NA,NA,NA,1,KI
2015-06-16,J01,Hanson North,06:12,50.58185,-126.71983,"Samantha Crowley, Carson White, Donnah MacKinnon",1,66,1,1,0,none,0.1-5,NW,100,1,11.4,9.5,29.3,9.5,29.4,30,100,10,200,0,0,0,0,10,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,DM
2015-06-16,J02,Swanson Island,08:30,50.59549,-126.69036,"Samantha Crowley, Carson White, Donnah MacKinnon",2,30,2,0,1,none,0.1-5,NW,100,1,13.3,9.9,29.3,9.6,29.3,6,6,10,400,1,1,2,3,10,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,DM
2015-06-16,J09,Blinkhorn Peninsula,15:30,50.54327,-126.81252,"Samantha Crowley, Carson White, Donnah MacKinnon",2,60,1,1,1,none,5-10,NW,75,1,10.8,10.6,28.9,10.0,29.1,30,700,10,1500,10,20,8,8,9,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,DM
2015-06-17,D02,Kinghorn Island,15:26,NA,NA,"Luke Rogers, Kristi Inman, Carolyn Knapper",0,24,0,0,0,none,0.1-5,ES,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-06-17,D05,Lewis Channel,14:12,NA,NA,"Luke Rogers, Kristi Inman, Carolyn Knapper",1,38,0,1,1,none,0.1-5,ES,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squid,1,NA,NA,NA,NA,No sockeye in set,NA,KI
2015-06-17,D08,Calm Channel,11:02,50.32119,-125.03856,"Carolyn Knapper, Kristi Inman, Luke Rogers",1,36,0,1,1,none,0.1-5,NW,100,1,4.1,23.1,17.0,23.6,16.4,12,13,10,18,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-17,J03,Cracroft Point,11:50,50.54630,-126.66727,"Sean Godwin, Carson White, Samantha Crowley",1,2,1,0,0,none,0,NA,25,1,11.1,10.4,28.8,10.3,28.8,3,3,10,500,10,20,0,0,10,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SG
2015-06-17,J04,Forward Bay,06:02,50.52491,-126.38617,"Sean Godwin, Carson White, Samantha Crowley",1,3,1,1,1,none,0,NA,100,1,9.6,9.8,28.9,9.8,28.9,3,3,10,300,0,0,0,0,10,50,tubesnout,30,NA,NA,NA,NA,chum,2,NA,NA,NA,NA,NA,1,SG
2015-06-17,J08,Naka Creek,07:51,50.47943,-126.41631,"Sean Godwin, Carson White, Samantha Crowley",1,0,2,1,1,none,0.1-5,N,75,1,9.1,10.3,28.8,10.3,28.8,30,35,10,100,2,2,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SG
2015-06-18,D07,Hoskyn Channel,13:46,NA,NA,"Luke Rogers, Carolyn Knapper, Brett Johnson ",0,19,0,1,1,none,5-10,SE,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-06-18,D09,Okisollo Channel,11:16,50.30819,-125.32694,"Luke Rogers, Carolyn Knapper, Brett Johnson ",1,2,1,1,1,none,0,NA,100,0,11.4,11.3,29.2,11.1,29.2,30,50,10,50,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-18,D10,Hall Point,06:38,NA,NA,"Luke Rogers, Carolyn Knapper, Brett Johnson ",0,46,1,1,1,none,0.1-5,NW,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-06-18,D11,Turn Island,08:05,50.34829,-125.45001,"Luke Rogers, Carolyn Knapper, Brett Johnson ",2,14,1,1,1,none,0.1-5,W,100,1,13.0,10.7,29.5,10.7,29.6,30,200,10,200,6,20,1,1,0,0,chinook,1,NA,NA,NA,NA,chum,1,NA,NA,NA,NA,"Herring not numbered in order, Lesions: SO 28 ( also hem on pectrol fin)",1,KI
2015-06-18,J01,Hanson North,13:23,50.58086,-126.72272,"Sean Godwin, Dylan Smyth, Sean Godwin, Melissa Orobko",1,10,2,0,1,light,0,NA,100,0,13.2,9.8,29.3,9.5,29.4,4,4,10,6000,4,10,0,0,10,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too many fish to sort through - lost herring in amongst other fish,1,DS
2015-06-18,J05,Stimpson Point,11:15,50.49921,-126.20961,"Sean Godwin, Dylan Smyth, Sean Godwin, Melissa Orobko",1,10,1,1,1,none,0.1-5,W,100,1,10.9,10.2,28.9,10.1,28.9,17,17,10,300,0,0,0,0,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,DS
2015-06-18,J06,Blenkinsop Bay,05:35,50.47909,-126.02584,"Sean Godwin, Dylan Smyth, Katie Chan",1,3,1,1,1,none,0.1-5,SE,50,1,10.1,10.4,28.5,10.3,28.5,20,20,10,300,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,DS
2015-06-18,J07,South Mouth,08:47,50.45747,-126.16879,"Sean Godwin, Dylan Smyth, Katie Chan",1,0,2,1,1,none,0,NA,100,1,16.1,10.1,28.8,10.0,28.9,30,300,10,3000,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"So many fish in net - unsure of true numbers for herring, coho, pink. Saw one pink & coho and never saw again.",1,DS
2015-06-19,D03,Sutil Narrows,14:01,NA,NA,"Brett Johnson. Luke Rogers, Natalie Mahara ",0,50,0,0,1,light,0.1-5,NW,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-06-19,D04,Fransisco Point,13:17,NA,NA,"Brett Johnson. Luke Rogers, Natalie Mahara ",0,20,1,0,0,moderate,0.1-5,E,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-06-19,D06,Gowlland Harbour,10:14,50.09809,-125.27142,"Brett Johnson. Luke Rogers, Natalie Mahara ",1,30,0,1,0,none,0.1-5,W,50,1,9.4,10.3,28.1,10.8,29.2,5,6,10,300,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-19,J02,Swanson Island,14:19,50.60263,-126.70188,"Sean Godwin, Lauren Portner, Dylan Smyth",1,1,2,1,1,light,0.1-5,SE,100,1,NA,10.0,29.3,9.7,29.2,30,50,10,200,6,6,1,1,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,LP
2015-06-19,J09,Blinkhorn Peninsula,06:35,50.54362,-126.81951,"Sean Godwin, Lauren Portner, Dylan Smyth",2,1,2,2,1,none,0.1-5,E,75,0,13.7,10.0,28.7,9.9,29.0,30,200,10,1000,1,1,0,0,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,LP
2015-06-19,J10,Hanson South,09:51,50.55814,-126.73386,"Sean Godwin, Lauren Portner, Dylan Smyth",1,1,2,1,2,none,0.1-5,NW,75,0,NA,10.5,28.8,10.3,28.8,30,200,10,400,8,8,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,LP
2015-06-20,D09,Okisollo Channel,12:29,50.30597,-125.33588,"Brett Johnson. Kristi Inman, Luke Rogers",1,34,0,1,1,none,0.1-5,SE,25,1,10.4,11.5,29.3,11.4,29.3,30,200,10,80,10,10,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-20,D10,Hall Point,08:32,NA,NA,"Brett Johnson. Kristi Inman, Luke Rogers",0,25,0,0,1,none,0.1-5,NW,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-06-20,D11,Turn Island,09:33,50.34758,-125.45530,"Brett Johnson. Kristi Inman, Luke Rogers",2,32,0,1,1,none,0.1-5,W,100,1,10.8,10.8,29.6,10.8,29.6,3,3,10,44,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-20,J04,Forward Bay,06:20,50.51940,-126.40831,"Lauren Portner, Dylan Smyth, Katie Chan",1,2,2,1,0,none,0.1-5,NW,100,1,NA,10.0,28.8,10.0,28.8,30,30,10,300,4,4,0,0,10,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-20,J05,Stimpson Point,12:55,NA,NA,"Lauren Portner, Dylan Smyth, Katie Chan",0,90,1,0,1,none,10-15,NW,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
2015-06-20,J07,South Mouth,15:30,50.45804,-126.16997,"Lauren Portner, Dylan Smyth, Katie Chan",1,4,2,1,1,none,5-10,NW,25,1,NA,11.4,28.8,10.7,28.9,24,24,10,250,0,0,0,0,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-20,J08,Naka Creek,09:21,50.48001,-126.41469,"Lauren Portner, Dylan Smyth, Katie Chan",1,0,2,0,1,light,0.1-5,NW,100,1,NA,10.4,28.6,10.3,28.6,5,5,10,200,0,0,0,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-21,D01,Hurtado Point,07:00,NA,NA,"Brett Johnson. Kristi Inman, Luke Rogers",1,38,1,1,0,none,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No sockeye in set. coho =1, chum=14, released",NA,KI
2015-06-21,D02,Kinghorn Island,08:37,NA,NA,"Brett Johnson. Kristi Inman, Luke Rogers",0,32,0,0,0,none,0,NW,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-06-21,D03,Sutil Narrows,11:30,NA,NA,"Brett Johnson. Kristi Inman, Luke Rogers",0,26,0,0,1,nonw,0,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
